"language","license","rightsHolder","datasetID","institutionCode","accesRights","datasetName","taxonID","scientificName","kingdom","phylum","class","genus","specificEpithet","infraspecificEpithet","taxonRank"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:0ea7c9c4e5e14708cd3b208c937988fd","Eucalyptus","Plantae","Angiospermae","Eudicotyledoneae","Eucalyptus",,,"genus"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:622b3a82e8eadd39e4d5c24f507e19a4","Euclidium syriacum","Plantae","Angiospermae",,"Euclidium","syriacum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:ab858fb8bba103061baeac62619183c1","Euonymus fortunei","Plantae","Angiospermae",,"Euonymus","fortunei",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:8ac4ad218e4c37e76b255797aff584d9","Euonymus hederaceus","Plantae","Angiospermae",,"Euonymus","hederaceus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:24ba387e99962b8f569167162a641ab1","Euonymus japonicus","Plantae","Angiospermae",,"Euonymus","japonicus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:9337d3f2bb4b19f072fe12d12ed6d516","Euonymus latifolius","Plantae","Angiospermae",,"Euonymus","latifolius",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:e65df47ccfd6a986db54bea884b5dbf2","Eupatorium adenophorum","Plantae","Angiospermae","Eudicotyledoneae","Eupatorium","adenophorum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:b3c024bc8b5bf0be7387787dd77c8f2d","Eupatorium ageratoides","Plantae","Angiospermae","Eudicotyledoneae","Eupatorium","ageratoides",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:90ddf66cf897626eaa6dde9b45bd8ade","Eupatorium cannabinum","Plantae","Angiospermae","Eudicotyledoneae","Eupatorium","cannabinum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:e02e69c77b3fc1dec15ece2a8ad98baa","Euphorbia aleppica","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","aleppica",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:35d04cd0309fbf24f98afeda32c672a4","Euphorbia chamaesyce","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","chamaesyce",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:cd8298c9c3a0270c329f322f5ce06704","Euphorbia characias","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","characias",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:49fb445c29980d705a0309e6153ef997","Euphorbia characias characias","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","characias","characias","infraspecies"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:7fbd66072a4f00637f22cb811bfc95e0","Euphorbia characias wulfenii","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","characias","wulfenii","infraspecies"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:351b561197307e17c55c3cac7793e48a","Euphorbia corallioides","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","corallioides",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:330c75eb186d670fcac3681cd81ab246","Euphorbia cyparissias","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","cyparissias",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:6dea5155dea80b028f857c31fd49b9f4","Euphorbia dentata","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","dentata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:326197f8b5fe99f5c75c3475aaad18a1","Euphorbia dulcis","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","dulcis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:179babec602d6371549c92903f3ad2f4","Euphorbia epithymoides","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","epithymoides",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:b87867cba8c09d00fdda3172a18cc739","Euphorbia esula","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","esula",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:c21aba98f4af063cc4243eca8343ee52","Euphorbia exigua","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","exigua",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:099b78f79904da5b97ecd9c6595d1786","Euphorbia helioscopia","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","helioscopia",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:65d6fa59b3aa21889df51a118d879815","Euphorbia lathyris","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","lathyris",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:70cb6e5b79b99dcc5daf5eac3bb97c02","Euphorbia maculata","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","maculata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:41018de1e6669e715be68f404c6d7c81","Euphorbia marginata","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","marginata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:2e296b6d5714621c54697ec97631178b","Euphorbia oblongata","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","oblongata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:5527d386ff61f8238f75d38ac96621d7","Euphorbia palustris","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","palustris",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:d5f4f50420ff25f3e1fc2a979bcf20ce","Euphorbia peplis","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","peplis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:24e486e36781ee13d8b0177d6b354a2f","Euphorbia peplus","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","peplus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:bd8727d6ef3745cc39d80be2e6838385","Euphorbia platyphyllos","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","platyphyllos",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:42e6b6bae6ef6667ff5149ee7e66ee86","Euphorbia robbiae","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","robbiae",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:26ec82ef09551dcd5ed76415fa08698f","Euphorbia seguieriana","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","seguieriana",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:3a2957d00241dddfec15ab85f12a3b26","Euphorbia verrucosa","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","verrucosa",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:e615898256066dfa8d80425c351b11cd","Euphorbia virgata","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","virgata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:a83aadc421fb347edbbcded3931bbca4","Euphorbia x pseudoesula","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","pseudoesula",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:db40f48b1c4e29770edfc36c93552084","Euphorbia X pseudovirgata","Plantae","Angiospermae","Eudicotyledoneae","Euphorbia","pseudovirgata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:8eea3059ec7e6ba5e152f08a934e52c4","Eustachys neglecta","Plantae","Angiospermae",,"Eustachys","neglecta",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:0820114ea3b5173ec0638cbd304debcd","Eustachys retusa","Plantae","Angiospermae",,"Eustachys","retusa",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:f927567803ca348dfa93db5ddeef6166","Facelis retusa","Plantae","Angiospermae",,"Facelis","retusa",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:fe1c09acafcbabf774d37984ac91c5b9","Fagopyrum esculentum","Plantae","Angiospermae",,"Fagopyrum","esculentum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:68471b07129cdf56eebc059dcf22e2f8","Fagopyrum tataricum","Plantae","Angiospermae",,"Fagopyrum","tataricum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:994402505cff7a0996e2274f6a164749","Falcaria vulgaris","Plantae","Angiospermae",,"Falcaria","vulgaris",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:cd14d9c62332636dfbce00237693758f","Fallopia baldschuanica","Plantae","Angiospermae","Eudicotyledoneae","Fallopia","baldschuanica",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:2ac11e186eddab194809a1b8d15e820f","Fallopia convolvulus","Plantae","Angiospermae","Eudicotyledoneae","Fallopia","convolvulus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:3028fdf8ad129ed9ae30d5f92866123e","Fallopia japonica","Plantae","Angiospermae","Eudicotyledoneae","Fallopia","japonica",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:5a4db0e5f3b2fa1a5d12911911edb29a","Fallopia japonica compacta","Plantae","Angiospermae","Eudicotyledoneae","Fallopia","japonica","compacta","infraspecies"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:d8359c1192f0b936b02ce6e359672790","Fallopia sachalinensis","Plantae","Angiospermae","Eudicotyledoneae","Fallopia","sachalinensis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:9d341aa0c74f6339dcf6036248693bb4","Fallopia x bohemica","Plantae","Angiospermae","Eudicotyledoneae","Fallopia","bohemica",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:23f0aab8182d0967cfc42635e53318c5","Fallopia X bohemica","Plantae","Angiospermae","Eudicotyledoneae","Fallopia","bohemica",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:d6700489e8addc5dfd396ac1015155d1","Fallopia x conollyana","Plantae","Angiospermae","Eudicotyledoneae","Fallopia","conollyana",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:0cef591ab807d710f40b0840c9644373","Fargesia spathacea","Plantae","Angiospermae",,"Fargesia","spathacea",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:1f7f69d67278b368585ad7dc483a1632","Fascicularia bicolor","Plantae","Angiospermae",,"Fascicularia","bicolor",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:3ab94db2757e69b0c4e92c0668792c0d","Fascicularia pitcairniifolia","Plantae","Angiospermae",,"Fascicularia","pitcairniifolia",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:c5cdede6bbe50a3826b584dbff035c41","Fatsia japonica","Plantae","Angiospermae",,"Fatsia","japonica",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:ab43e9cd24831b20d70b364f34f83a85","Felicia tenella","Plantae","Angiospermae",,"Felicia","tenella",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:284f91075384dfe33eaefa389fbf6cd9","Ferula communis","Plantae","Angiospermae",,"Ferula","communis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:a1677459f11d24ad84df1ca1c013436e","Festuca arundinacea x Lolium multiflorum","Plantae","Angiospermae",,,,,"hybrid"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:c266d62b040188ef59b6ee81a26835fe","Festuca gautieri","Plantae","Angiospermae",,"Festuca","gautieri",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:0763ef83cfc72148dcb17630e2f30d3a","Festuca glauca","Plantae","Angiospermae",,"Festuca","glauca",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:eb156d0e5998d031e67bf8f77ce0369f","Festuca heterophylla","Plantae","Angiospermae",,"Festuca","heterophylla",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:8b7240bbec103956b9c0fc79b4139c22","Festuca rubra","Plantae","Angiospermae",,"Festuca","rubra",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:78063a60b00a14b830a48a3764b72941","Festuca rubra x Vulpia myuros","Plantae","Angiospermae",,,,,"hybrid"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:7508aba1d7a4a88e0b415304cb5610c0","Festuca trachyphylla","Plantae","Angiospermae",,"Festuca","trachyphylla",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:fdb5621dee51d47087c7a2aea5f4dbaa","Festulolium x braunii","Plantae","Angiospermae",,"Festulolium","braunii",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:abacb56465d5716169f8461598502589","Fibigia clypeata","Plantae","Angiospermae",,"Fibigia","clypeata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:73a7103fb3e4e95fa4db3ddb6f2a27af","Ficus carica","Plantae","Angiospermae",,"Ficus","carica",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:508c72d0cc1c824971d05e27d9af3824","Filago gallica","Plantae","Angiospermae",,"Filago","gallica",,"species"
