"taxonID","locationID","locality","countryCode","occurrenceStatus","establishmentMeans","source"
"rinse-registry-checklist:taxon:536f2e2e67a60661211257e5579aabed","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:536f2e2e67a60661211257e5579aabed","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:536f2e2e67a60661211257e5579aabed","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:536f2e2e67a60661211257e5579aabed","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:537b793fbaa4bf0a2bb9e56955801ab6","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:537b793fbaa4bf0a2bb9e56955801ab6","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:537b793fbaa4bf0a2bb9e56955801ab6","ISO_3166-2:BE","Belgium","BE","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:537b793fbaa4bf0a2bb9e56955801ab6","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:537e487c3bddac7f795908656ba633d4","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:537e487c3bddac7f795908656ba633d4","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:537e487c3bddac7f795908656ba633d4","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:537e487c3bddac7f795908656ba633d4","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:537ec1745ce331704334d0957ca00d00","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:537ec1745ce331704334d0957ca00d00","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:537ec1745ce331704334d0957ca00d00","ISO_3166-2:BE","Belgium","BE","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:537ec1745ce331704334d0957ca00d00","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:539d4f62ef6dd587c40f2d48315555cc","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:539d4f62ef6dd587c40f2d48315555cc","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:539d4f62ef6dd587c40f2d48315555cc","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:539d4f62ef6dd587c40f2d48315555cc","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:53a0c0c23de4c3c2a799d17a71ddffb8","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:53a0c0c23de4c3c2a799d17a71ddffb8","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:53a0c0c23de4c3c2a799d17a71ddffb8","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:53a0c0c23de4c3c2a799d17a71ddffb8","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:53a4d1dc0a90d4cf85288d4cf511e926","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53a4d1dc0a90d4cf85288d4cf511e926","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53a4d1dc0a90d4cf85288d4cf511e926","ISO_3166-2:BE","Belgium","BE","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53a4d1dc0a90d4cf85288d4cf511e926","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53b0af2e8982f367debc48c5d245553d","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53b0af2e8982f367debc48c5d245553d","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53b0af2e8982f367debc48c5d245553d","ISO_3166-2:BE","Belgium","BE","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53b0af2e8982f367debc48c5d245553d","ISO_3166-2:NL","The Netherlands","NL","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53c5a5bae75ce2bfc28e09a8f9d6e3db","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:53c5a5bae75ce2bfc28e09a8f9d6e3db","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:53c5a5bae75ce2bfc28e09a8f9d6e3db","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:53c5a5bae75ce2bfc28e09a8f9d6e3db","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:53c8484fb0a40d83430b08cf2713c8af","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53c8484fb0a40d83430b08cf2713c8af","ISO_3166-2:FR","France","FR","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53c8484fb0a40d83430b08cf2713c8af","ISO_3166-2:BE","Belgium","BE","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53c8484fb0a40d83430b08cf2713c8af","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53c9a3cd09449336c5e5903e78307bdd","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:53c9a3cd09449336c5e5903e78307bdd","ISO_3166-2:FR","France","FR","present","native",
"rinse-registry-checklist:taxon:53c9a3cd09449336c5e5903e78307bdd","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:53c9a3cd09449336c5e5903e78307bdd","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:53d09ee23c3f14b35139e2b50b0f33c8","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:53d09ee23c3f14b35139e2b50b0f33c8","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:53d09ee23c3f14b35139e2b50b0f33c8","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:53d09ee23c3f14b35139e2b50b0f33c8","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:53e12d1302ee79a951dd8f1470fa987e","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:53e12d1302ee79a951dd8f1470fa987e","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:53e12d1302ee79a951dd8f1470fa987e","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:53e12d1302ee79a951dd8f1470fa987e","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:53eea3cef2c0e2d391c63daa9eabd804","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:53eea3cef2c0e2d391c63daa9eabd804","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:53eea3cef2c0e2d391c63daa9eabd804","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:53eea3cef2c0e2d391c63daa9eabd804","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:53f8d514ff805e0218a305ad24ac7293","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53f8d514ff805e0218a305ad24ac7293","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53f8d514ff805e0218a305ad24ac7293","ISO_3166-2:BE","Belgium","BE","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:53f8d514ff805e0218a305ad24ac7293","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:540a0b5b95bb5565c40564bab6402e87","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:540a0b5b95bb5565c40564bab6402e87","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:540a0b5b95bb5565c40564bab6402e87","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:540a0b5b95bb5565c40564bab6402e87","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:540aa976b520a33dde7c6fed7caf56ff","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:540aa976b520a33dde7c6fed7caf56ff","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:540aa976b520a33dde7c6fed7caf56ff","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:540aa976b520a33dde7c6fed7caf56ff","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:540db3e6362722c0972f4e8d994a6d9b","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:540db3e6362722c0972f4e8d994a6d9b","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:540db3e6362722c0972f4e8d994a6d9b","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:540db3e6362722c0972f4e8d994a6d9b","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:5412a5c9acb8017bb696febe85d376da","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:5412a5c9acb8017bb696febe85d376da","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:5412a5c9acb8017bb696febe85d376da","ISO_3166-2:BE","Belgium","BE","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:5412a5c9acb8017bb696febe85d376da","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:542c45d909076b1b3408752dd703df97","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:542c45d909076b1b3408752dd703df97","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:542c45d909076b1b3408752dd703df97","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:542c45d909076b1b3408752dd703df97","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:543c68ef97047adb08fe9ce76771a6c0","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:543c68ef97047adb08fe9ce76771a6c0","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:543c68ef97047adb08fe9ce76771a6c0","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:543c68ef97047adb08fe9ce76771a6c0","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:544682811924e016c7d2d730c3525ad0","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:544682811924e016c7d2d730c3525ad0","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:544682811924e016c7d2d730c3525ad0","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:544682811924e016c7d2d730c3525ad0","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:5447778cb31fe9933359b1718c61f8ae","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:5447778cb31fe9933359b1718c61f8ae","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:5447778cb31fe9933359b1718c61f8ae","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:5447778cb31fe9933359b1718c61f8ae","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:54505cc8a8f757c6a8b72bdd1c534e36","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:54505cc8a8f757c6a8b72bdd1c534e36","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:54505cc8a8f757c6a8b72bdd1c534e36","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:54505cc8a8f757c6a8b72bdd1c534e36","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:5469252308b239b59fb2caa0c89a9fcf","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:5469252308b239b59fb2caa0c89a9fcf","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:5469252308b239b59fb2caa0c89a9fcf","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:5469252308b239b59fb2caa0c89a9fcf","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:547396221a180116a522426651867229","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:547396221a180116a522426651867229","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:547396221a180116a522426651867229","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:547396221a180116a522426651867229","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:5488450426d24f8b8b4e8b9e2929cbac","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:5488450426d24f8b8b4e8b9e2929cbac","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:5488450426d24f8b8b4e8b9e2929cbac","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:5488450426d24f8b8b4e8b9e2929cbac","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:548d3e1b5e65812d53c33dcb2f606dc2","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:548d3e1b5e65812d53c33dcb2f606dc2","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:548d3e1b5e65812d53c33dcb2f606dc2","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:548d3e1b5e65812d53c33dcb2f606dc2","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:549144071b4b54cd0df08f1278ba432b","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:549144071b4b54cd0df08f1278ba432b","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:549144071b4b54cd0df08f1278ba432b","ISO_3166-2:BE","Belgium","BE","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:549144071b4b54cd0df08f1278ba432b","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:5494fec363af4fcfa6b743e1630a66e3","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:5494fec363af4fcfa6b743e1630a66e3","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:5494fec363af4fcfa6b743e1630a66e3","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:5494fec363af4fcfa6b743e1630a66e3","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:54a84ab4fc192886c8e63fec755b946c","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:54a84ab4fc192886c8e63fec755b946c","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:54a84ab4fc192886c8e63fec755b946c","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:54a84ab4fc192886c8e63fec755b946c","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:54abdfce1d2d163122d7406c45c83b4c","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:54abdfce1d2d163122d7406c45c83b4c","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:54abdfce1d2d163122d7406c45c83b4c","ISO_3166-2:BE","Belgium","BE","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:54abdfce1d2d163122d7406c45c83b4c","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:54aebe2d7ebeff2ca48d2ca2da098d67","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:54aebe2d7ebeff2ca48d2ca2da098d67","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:54aebe2d7ebeff2ca48d2ca2da098d67","ISO_3166-2:BE","Belgium","BE","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:54aebe2d7ebeff2ca48d2ca2da098d67","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:54b0cc02a7ee7aa37841ce335b432c17","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:54b0cc02a7ee7aa37841ce335b432c17","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:54b0cc02a7ee7aa37841ce335b432c17","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:54b0cc02a7ee7aa37841ce335b432c17","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:54b3e51ed7ba812fa6a5c8e4ce860042","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:54b3e51ed7ba812fa6a5c8e4ce860042","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:54b3e51ed7ba812fa6a5c8e4ce860042","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:54b3e51ed7ba812fa6a5c8e4ce860042","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:54b4a1c23e5e7953255b2229a54da655","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:54b4a1c23e5e7953255b2229a54da655","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:54b4a1c23e5e7953255b2229a54da655","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:54b4a1c23e5e7953255b2229a54da655","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:54b7f3ad13cee29d99054155efde77b3","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:54b7f3ad13cee29d99054155efde77b3","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:54b7f3ad13cee29d99054155efde77b3","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:54b7f3ad13cee29d99054155efde77b3","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:54c908edf7f19096642e0f9d38233845","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:54c908edf7f19096642e0f9d38233845","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:54c908edf7f19096642e0f9d38233845","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:54c908edf7f19096642e0f9d38233845","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:54d06a968e7bde4a5eed5864a8822d7d","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:54d06a968e7bde4a5eed5864a8822d7d","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:54d06a968e7bde4a5eed5864a8822d7d","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:54d06a968e7bde4a5eed5864a8822d7d","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:54dc2af5a34730858d6feea5ae20c953","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:54dc2af5a34730858d6feea5ae20c953","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:54dc2af5a34730858d6feea5ae20c953","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:54dc2af5a34730858d6feea5ae20c953","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:54dccac4f244d53265a5e4e1389ed796","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:54dccac4f244d53265a5e4e1389ed796","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:54dccac4f244d53265a5e4e1389ed796","ISO_3166-2:BE","Belgium","BE","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:54dccac4f244d53265a5e4e1389ed796","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:54e05d9e1390a62beab0d1781ae59f66","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:54e05d9e1390a62beab0d1781ae59f66","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:54e05d9e1390a62beab0d1781ae59f66","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:54e05d9e1390a62beab0d1781ae59f66","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:54e6a5d558a2e787f7c43ed888a0d3d2","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:54e6a5d558a2e787f7c43ed888a0d3d2","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:54e6a5d558a2e787f7c43ed888a0d3d2","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:54e6a5d558a2e787f7c43ed888a0d3d2","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:54f4b78983e796aec8a6b2eea3e72f33","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:54f4b78983e796aec8a6b2eea3e72f33","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:54f4b78983e796aec8a6b2eea3e72f33","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:54f4b78983e796aec8a6b2eea3e72f33","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:5501e726f9697f585075c49cb9196548","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:5501e726f9697f585075c49cb9196548","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:5501e726f9697f585075c49cb9196548","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:5501e726f9697f585075c49cb9196548","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:5504d06aa2a0fade3c2839669f761b66","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:5504d06aa2a0fade3c2839669f761b66","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:5504d06aa2a0fade3c2839669f761b66","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:5504d06aa2a0fade3c2839669f761b66","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:550f5545de11b120af3af03652837b15","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:550f5545de11b120af3af03652837b15","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:550f5545de11b120af3af03652837b15","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:550f5545de11b120af3af03652837b15","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:5514de8e129d4eeb7800a87c107a2578","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:5514de8e129d4eeb7800a87c107a2578","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:5514de8e129d4eeb7800a87c107a2578","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:5514de8e129d4eeb7800a87c107a2578","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:55165e9b3f5bb9e1414dab6d9c92f149","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:55165e9b3f5bb9e1414dab6d9c92f149","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:55165e9b3f5bb9e1414dab6d9c92f149","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:55165e9b3f5bb9e1414dab6d9c92f149","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:551de25f66357dedd4c4e05c74349fed","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:551de25f66357dedd4c4e05c74349fed","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:551de25f66357dedd4c4e05c74349fed","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:551de25f66357dedd4c4e05c74349fed","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:5520866a07a603a24d5d80a8d66f01fc","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:5520866a07a603a24d5d80a8d66f01fc","ISO_3166-2:FR","France","FR","doubtful","introduced",
